id,title,cityname,state,latitude,longitude
5668617488,Three BR 9118 Pebble Creek Drive,Tampa,FL,28.0076,-82.4792
5668616803,Studio apartment 6060 Tower Ct,Alexandria,VA,38.7999,-77.1072
5668613914,One BR 12190 Waveland St,Fairfax,VA,38.8488,-77.3296
5668613217,Studio apartment 200 Trotter Road,Weymouth,MA,42.2081,-70.9524
5668612067,One BR 5603 Cypress Creek Dr,Hyattsville,MD,38.9633,-76.9375
5668611637,One BR 2 Abbott Drive,Hampton,VA,37.0451,-76.3664
5668611283,One BR 440 Ne 4th Ave,Fort Lauderdale,FL,26.1343,-80.233
5668611223,One BR 12016 Ne 16th Ave,Miami,FL,25.7603,-80.3005
5668611108,One BR 1 Whittemore Avenue,Cambridge,MA,42.3739,-71.1155
5668610964,Three BR 12825 Silvaire Farm Road,Charlotte,NC,35.2016,-80.8124
5668610947,Four BR 4732 Canipe Drive,Charlotte,NC,35.2016,-80.8124
5668635958,Two BR 3501 Normandy Lane,Roanoke,VA,37.2737,-79.9668
5668635116,Three BR 1804 W. Yacht,Oak Island,NC,33.9094,-78.1285
5668627360,Three BR 241 Riverside Dr Unit 2102,Holly Hill,FL,29.2364,-81.0578
5668624423,Four BR 2434 Sagemont Drive,Brandon,FL,27.9275,-82.2984
5668624385,Four BR 811 Kirkcaldy Way,Valrico,FL,27.9165,-82.2486
5668617231,Three BR 11226 Black Forest Trail,Riverview,FL,27.8492,-82.3155
5668614994,One BR 13300 Atlantic Boulevard,Jacksonville,FL,30.2989,-81.6324
5668614742,Two BR 9 Villa Drive,Pensacola,FL,30.4528,-87.2644
5668613179,Studio apartment 80 Donald Street,Weymouth,MA,42.2081,-70.9524
5668611268,One BR 1308 S. De Soto Ave,Tampa,FL,28.0076,-82.4792
5668610968,Five BR 34 Cherokee Street,Boston,MA,42.328,-71.071
5668610081,One BR 2890 Red Lion Square,Winter Park,FL,28.5964,-81.3237
5668639742,Two BR 3191 Regatta Circle,Sarasota,FL,27.3181,-82.4987
5668634098,One BR 1373 Lees Chapel Rd,Greensboro,NC,36.0723,-79.8196
5668633531,One BR 4263 Losco Rd,Jacksonville,FL,30.2989,-81.6324
5668629839,Two BR 8106 45th Ct E #2,Sarasota,FL,27.3181,-82.4987
5668624941,Three BR 32 Balboa Pkwy,Clayton,NC,35.6101,-78.4715
5668624370,One BR W Fern St,Tampa,FL,28.0076,-82.4792
5668624305,One BR 950 Nw 214th St,Miami,FL,25.7603,-80.3005
5668624128,One BR 100 Stockton Street,Chelsea,MA,42.3968,-71.0342
5668622175,Two BR 2131 N. Meridian Road,Tallahassee,FL,30.4601,-84.2714
5668617421,Four BR 97 Balsam Fir Place,Clayton,NC,35.6101,-78.4715
5668613854,Studio apartment 12101 Pine Forest Circle,Fairfax,VA,38.8488,-77.3296
5668612613,One BR 10440 Sanderling Shores Dr,Tampa,FL,28.0076,-82.4792
5668612060,One BR 28 Austin St,Newton,MA,42.3426,-71.1985
5668638747,Two BR 1013 Fitchie Pl,Durham,NC,35.9907,-78.9074
5668638731,Two BR 4105 CONWAY AVE,Charlotte,NC,35.2016,-80.8124
5668635848,Two BR 704/706 Gladstone Avenue,Baltimore,MD,39.3191,-76.6126
5668634809,Two BR 1 Plaza Mayor,Venice,FL,27.0717,-82.3833
5668634338,Four BR 13812 Hill Street,Huntersville,NC,35.414,-80.8526
5668633324,Four BR 4373 Summer Breeze Way,Kissimmee,FL,28.279,-81.4156
5668629157,One BR 13550 Heathcote Blvd,Gainesville,VA,38.7864,-77.6563
5668627931,Four BR 395 Addie Way,Lynchburg,VA,37.3961,-79.1892
5668626564,Two BR 410 Westside Blvd NW,Roanoke,VA,37.2737,-79.9668
5668622484,One BR Gold Brook Cir,Longwood,FL,28.7026,-81.3885
5668622082,Four BR 8751 Barco Ln,Jacksonville,FL,30.2989,-81.6324
5668613889,One BR 1800 N. Quinn,Arlington,VA,38.8738,-77.1055
5668613728,One BR 8100 Gibbs Way,Landover,MD,38.9171,-76.8839
5668613456,One BR 611 W Deleon St,Tampa,FL,28.0076,-82.4792
5668613208,One BR 16 - 19a Forest Street,Cambridge,MA,42.3739,-71.1155
5668611271,Studio apartment 3650 Summer Wind Drive,Winter Park,FL,28.5964,-81.3237
5668610299,One BR 5830 Memorial Highway,Tampa,FL,28.0076,-82.4792
5668637955,Five BR 410 E. Geer St.,Durham,NC,35.9907,-78.9074
5668637447,Four BR 1550 Pecan Ln,Kernersville,NC,36.1147,-80.0915
5668635337,Studio apartment 199 Wind Rd,Greensboro,NC,36.0723,-79.8196
5668633358,Two BR 3718 Cary Street Rd,Richmond,VA,37.53,-77.477
5668624596,One BR Duck Hawk Way,Lorton,VA,38.69,-77.2065
5668623919,One BR Glen Ave,Pasadena,MD,39.1268,-76.5127
5668613498,Two BR 3012 W. De Leon St.,Tampa,FL,28.0076,-82.4792
5668613480,One BR 202 N Fremont Ave,Tampa,FL,28.0076,-82.4792
5668612606,One BR 5870 56th Ave. N,Saint Petersburg,FL,27.7873,-82.6772
5668638617,One BR 6362 Collins Avenue,Miami Beach,FL,25.8275,-80.1842
5668629540,One BR 500 S LaSalle St,Durham,NC,35.9907,-78.9074
5668613886,Studio apartment 1919 Clarendon Blvd,Arlington,VA,38.8738,-77.1055
5668613848,One BR 8301 Ashford Boulevard,Laurel,MD,39.0976,-76.8614
5668613841,One BR 1128 N. Irving St,Arlington,VA,38.8738,-77.1055
5668613762,One BR 5401-a Claymont Drive,Alexandria,VA,38.7999,-77.1072
5668612597,One BR 1 Eaglewood Road,Annapolis,MD,38.9844,-76.4994
5668639776,Two BR 317 West Morgan Street #513,Raleigh,NC,35.823,-78.6438
5668638986,Two BR 2 Inwood Drive,Woburn,MA,42.4849,-71.1568
5668632039,Four BR 4908 Weber Ct,Gastonia,NC,35.224,-81.1809
5668631992,Three BR 1640 Summerhouse Ln Unit 102B,Sarasota,FL,27.3181,-82.4987
5668624549,One BR Ginger Ct,Manassas,VA,38.7418,-77.4684
5668624394,One BR 3107 South Esperanza Avenue,Tampa,FL,28.0076,-82.4792
5668622824,"One BR 2600 Executive Dr, ,",Venice,FL,27.0717,-82.3833
5668622200,"Three BR 1600 Old Bainbridge Rd., ,",Tallahassee,FL,30.4601,-84.2714
5668622168,One BR 501 S. Blairstone Road,Tallahassee,FL,30.4601,-84.2714
5668614428,One BR 4901 Meridian Way,Frederick,MD,39.4228,-77.4164
5668613423,One BR 5501 Conroy Road,Orlando,FL,28.4951,-81.4553
5668611853,One BR 100 Springhouse Way,Newport News,VA,37.0867,-76.4941
5668610914,Studio apartment 320 D Street,Boston,MA,42.328,-71.071
5668610554,Studio apartment 136 & 138 Highland Avenue,Somerville,MA,42.3895,-71.1039
5668610025,One BR 817 Hillsborough Street,Raleigh,NC,35.823,-78.6438
5668640184,Two BR 3026 Fairway Lane Unit D,Orlando,FL,28.5163,-81.3644
5668638465,One BR 36 Bonair St # 301A,Somerville,MA,42.3895,-71.1039
5668637942,Three BR 6533 English Oaks Drive,Raleigh,NC,35.823,-78.6438
5668635452,Three BR 510 W Marshall St,Richmond,VA,37.53,-77.477
5668634772,Four BR 4004 Lauren Ct - OP4004 Lauren Ct,Destin,FL,30.398,-86.4797
5668634045,Four BR 5209 Brydon Woods Circle,Saint Cloud,FL,28.2107,-81.2565
5668622716,One BR 521 Van Buren St,Fort Myers,FL,26.5761,-81.8644
5668622240,Four BR 235 S Ocala Road,Tallahassee,FL,30.439,-84.3168
5668620305,"Three BR 3535 East 10th Street, ,",Greenville,NC,35.6066,-77.3928
5668619365,One BR 2777 Sw Archer Rd,Gainesville,FL,29.6533,-82.3656
5668615737,Three BR 123 Pumpkin Hill Ridge,Clayton,NC,35.6101,-78.4715
5668615012,Two BR 5500 N. Main Street,Fall River,MA,41.6977,-71.1501
5668614986,One BR 8450 Gate Pkwy West,Jacksonville,FL,30.2989,-81.6324
5668613534,One BR 2401 S Bumby Ave,Orlando,FL,28.5163,-81.3644
5668613472,One BR 2914 W. Estrella St.,Tampa,FL,28.0076,-82.4792
5668610813,Four BR 3910 Old Glory Drive,Concord,NC,35.4047,-80.6098
5668639823,Two BR 39 Taylor Drive Building 68,Reading,MA,42.5272,-71.1094
5668638431,One BR 750 NE 64 Street,Miami,FL,25.7603,-80.3005
5668637622,Three BR 1316 Princess Street,Alexandria,VA,38.7999,-77.1072
5668635854,Three BR 1405 Watson Avenue,Pensacola,FL,30.4528,-87.2644
5668633057,Two BR 416 Summit Ridge Place #302,Longwood,FL,28.7026,-81.3885
5668631101,Two BR 4400 Old Court Road,Pikesville,MD,39.3776,-76.706
5668630508,Four BR 1711 Whipple Drive,Blacksburg,VA,37.2312,-80.4159
5668629953,One BR 2506 Hope Way Lane,Charlotte,NC,35.2016,-80.8124
5668622460,One BR 101 Champions Vue Loop,Davenport,FL,28.1932,-81.6047
5668622425,Studio apartment 2400 Howell Branch Road,Winter Park,FL,28.5964,-81.3237
5668622178,One BR 501 Chapel Drive,Tallahassee,FL,30.4601,-84.2714
5668619650,One BR Union Street,Vero Beach,FL,27.6361,-80.4261
5668617299,One BR 106 Plantation Pointe Loop,Mooresville,NC,35.5795,-80.8153
5668616833,Two BR 1020 S. Rome Avenue,Tampa,FL,28.0076,-82.4792
5668613776,One BR 1221 N. Pierce Street,Arlington,VA,38.8738,-77.1055
5668613587,"Studio apartment 65 Brainerd Rd,",Allston,MA,42.3584,-71.1318
5668611295,One BR 4860 Cypress Woods Dr,Orlando,FL,28.5163,-81.3644
5668610826,Three BR 255 Sweet Martha Drive,Mooresville,NC,35.5795,-80.8153
5668640298,Two BR 470 Middle St,Portsmouth,VA,36.8328,-76.3529
5668640079,One BR 91 28th St,Newport News,VA,37.0867,-76.4941
5668639653,Three BR 2500 Holton Street,Tallahassee,FL,30.4601,-84.2714
5668635443,Two BR 117 Alder Ave SE,Fort Walton Beach,FL,30.4348,-86.6208
5668629501,Three BR 302 & 308 Washington Street,Brighton,MA,42.3508,-71.1184
5668639902,Four BR 104 Birkdale Ct,Yorktown,VA,37.1555,-76.4593
5668625780,One BR 7000 Fernwood Drive,Charlotte,NC,35.2016,-80.8124
5668624315,One BR 1333 Northeast 5th Terrace,Fort Lauderdale,FL,26.1343,-80.233
5668620294,Three BR 2200 University Suites Dr,Greenville,NC,35.6066,-77.3928
5668619353,One BR 5333 Sw 75th St,Gainesville,FL,29.6533,-82.3656
5668617110,One BR 600 Willard Street,Durham,NC,35.9907,-78.9074
5668614497,One BR 9300 Marino Cir,Naples,FL,26.1806,-81.7257
5668613198,One BR 50 Woodview Way,Andover,MA,42.6484,-71.1615
5668611668,Studio apartment 100 S. Reynolds Street,Alexandria,VA,38.8115,-77.1257
5668611125,"One BR 8800 Doral Blvd, ,",Doral,FL,25.7951,-80.3434
5668641521,"Two BR 8350 Wingate Drive, #912",Sarasota,FL,27.3181,-82.4987
5668636256,Three BR 4237 Higel Ave Sarasota,Sarasota,FL,27.3181,-82.4987
5668633312,Three BR 8692 Waksman Place,Orlando,FL,28.5163,-81.3644
5668627239,Five BR 18605 Avenue Monaco,Lutz,FL,28.1253,-82.4468
5668626219,One BR 451 Shore Acres Rd,Arnold,MD,39.0471,-76.4978
5668624741,Four BR 20 Bentley Street,Boston,MA,42.328,-71.071
5668624413,Three BR 2314 Pleasure Run Drive,Ruskin,FL,27.7164,-82.4294
5668624380,Three BR 4013 Forecast Drive,Brandon,FL,27.9275,-82.2984
5668620308,One BR 413 Hunt Club Road,Blacksburg,VA,37.2312,-80.4159
5668616874,"One BR 3411 Gateshead Manor Way,",Silver Spring,MD,39.0453,-77.0215
5668613494,One BR 227 South Armenia Ave,Tampa,FL,28.0076,-82.4792
5668613261,One BR 202-204 Arsenal St,Watertown,MA,42.3718,-71.1785
5668613247,Two BR 339 D Street,Boston,MA,42.3402,-71.0488
5668613232,"Studio apartment 50 Station Landing,",Medford,MA,42.4194,-71.111
5668612625,One BR 4504 W Spruce St,Tampa,FL,28.0076,-82.4792
5668612617,One BR 15175 Integra Junction,Odessa,FL,28.1406,-82.6046
5668610831,Three BR 12519 Panthersville Drive,Charlotte,NC,35.2016,-80.8124
5668610550,One BR 334 Harvard Street,Cambridge,MA,42.3739,-71.1155
5668610075,One BR 6701 Westwood Boulevard,Orlando,FL,28.5163,-81.3644
5668637926,Two BR 113 Conner Dr. Unit 201,Chapel Hill,NC,35.9517,-79.071
5668634497,Two BR 120 47th Ave N,Saint Petersburg,FL,27.7873,-82.6772
5668634429,"Two BR 3591 Kernan Blvd. S, Unit 304",Jacksonville,FL,30.2989,-81.6324
5668634054,One BR 550 50th Ave N,Saint Petersburg,FL,27.7873,-82.6772
5668633906,Three BR 2046 Chadds Ford Dr.,Reston,VA,38.9524,-77.3439
5668630480,One BR 12 Melrose Terrace,Wakefield,MA,42.5014,-71.069
5668629181,"Three BR 200 Mercedes Ct, Unit 201",Grandy,NC,36.2392,-75.9014
5668624833,Two BR 88 Hammond Street,Boston,MA,42.328,-71.071
5668624593,One BR Lacy Drive,Manassas,VA,38.7418,-77.4684
5668624375,Three BR 4413 Shadberry Drive,Tampa,FL,28.0076,-82.4792
5668624341,Studio apartment 511 Four Mile Road,Alexandria,VA,38.7999,-77.1072
5668624293,Two BR 2929 Northeast 49th Street,Fort Lauderdale,FL,26.1343,-80.233
5668624133,Studio apartment 201 - 222 South Huntington Ave,Boston,MA,42.328,-71.071
5668619509,One BR 3001 Sw 24th Ave,Ocala,FL,29.157,-82.1514
5668619341,One BR Se 3rd Street,Chiefland,FL,29.4832,-82.8641
5668615334,One BR 415 E Pine St,Orlando,FL,28.5163,-81.3644
5668613968,One BR 1723 Long Shadows Ct,Woodbridge,VA,38.6487,-77.3152
5668613958,One BR 801 15th St S,Arlington,VA,38.8738,-77.1055
5668613955,Studio apartment 505 18th Street South,Arlington,VA,38.8738,-77.1055
5668613658,Studio apartment 14000 Biscayne Blvd,North Miami,FL,25.8886,-80.1902
5668613446,One BR 1405 South Lorenzo Avenue,Tampa,FL,28.0076,-82.4792
5668613414,Studio apartment 4771 Walden Circle,Orlando,FL,28.5163,-81.3644
5668611561,Studio apartment 100 Lara Street,Manassas Park,VA,38.7368,-77.4203
5668611291,One BR 450 Hay Street,Fayetteville,NC,35.0657,-78.9436
5668611177,Studio apartment 5757 Five Flags Boulevard,Orlando,FL,28.5163,-81.3644
5668611139,One BR 1420 Key Parkway,Frederick,MD,39.4228,-77.4164
5668610832,Three BR 869 Pineridge Place Se,Concord,NC,35.4047,-80.6098
5668643162,Five BR 10 Basket Court,Stafford,VA,38.4352,-77.3813
5668641504,Four BR 925 Reverdy Lane,Matthews,NC,35.1149,-80.7015
5668639489,Two BR 3102-3121 Commerce Place,Burlington,NC,36.0808,-79.4527
5668639436,Two BR 1006 Beachgrass Way,Kill Devil Hills,NC,36.0217,-75.6807
5668639051,Two BR 519 Albee Farm Road Unit 316,Venice,FL,27.0717,-82.3833
5668637935,One BR 1320 Fillmore Ave Unit 302,Charlotte,NC,35.2016,-80.8124
5668634887,Three BR 2409 N Duke Street,Durham,NC,36.0284,-78.9059
5668634438,Four BR 5307 Brydon Woods Circle,Saint Cloud,FL,28.2107,-81.2565
5668633913,Four BR 1031 Eagles Forrest Dr.,Apopka,FL,28.6921,-81.5149
5668627973,Three BR 738 Porta Rosa Cir,Saint Augustine,FL,29.8731,-81.3461
5668626638,Three BR 627 NE 2nd Ave,Fort Lauderdale,FL,26.1343,-80.233
5668626055,One BR 2700 Cowan Blvd,Fredericksburg,VA,38.2867,-77.5015
5668624587,One BR Potomac Passage 602,Oxon Hill,MD,38.8077,-76.9886
5668624337,One BR 325 North Summit Ave,Gaithersburg,MD,39.1474,-77.2032
5668624325,One BR Muirfield Court,Potomac,MD,39.0287,-77.2409
5668622234,One BR 1327 High Rd.,Tallahassee,FL,30.4601,-84.2714
5668622195,One BR 1420 N Meridian Rd,Tallahassee,FL,30.4601,-84.2714
5668620765,One BR 1680 Hendersonville Rd,Asheville,NC,35.5884,-82.56
5668618887,One BR 123 Highland Avenue,Somerville,MA,42.3895,-71.1039
5668615037,Studio apartment 761-1a Adams Dr,Newport News,VA,37.0867,-76.4941
5668613800,One BR 9860 Fairfax Square,Fairfax,VA,38.8488,-77.3296
5668613714,One BR 14101 Kristin Court,Woodbridge,VA,38.6487,-77.3152
5668613672,One BR 7840 Nw 3rd St Ste 100,Pembroke Pines,FL,26.0066,-80.2959
5668613236,Studio apartment 3611 Washington Street,Boston,MA,42.328,-71.071
5668613184,One BR 150 Massmills Drive,Lowell,MA,42.6398,-71.3184
5668612659,One BR 949 Cleveland St.,Clearwater,FL,27.9657,-82.7464
5668612639,One BR 1810 Sweetbroom Circle,Lutz,FL,28.1253,-82.4468
5668612192,Two BR 46860 Hilton Drive,Lexington Park,MD,38.2722,-76.4664
5668612038,One BR 2701 Neabsco Common Place,Woodbridge,VA,38.6487,-77.3152
5668611923,One BR 2700 Dorr Avenue,Fairfax,VA,38.8488,-77.3296
5668610822,Four BR 8326 Knapp Court,Locust,NC,35.2635,-80.4266
5668610544,One BR 31-35 South Street,Boston,MA,42.328,-71.071
5668610277,One BR 6822 South Shamrock Road,Tampa,FL,28.0076,-82.4792
5668642898,Four BR 261 Doe Run Dr,Winter Garden,FL,28.5335,-81.5918
5668642088,Three BR 1541 Crawford Drive,Apopka,FL,28.6921,-81.5149
5668638768,One BR 801 Church St,Lynchburg,VA,37.3961,-79.1892
5668636486,Three BR 94 Charleston Court,Hendersonville,NC,35.3365,-82.4711
5668635891,One BR 1623 Park Avenue,Baltimore,MD,39.3191,-76.6126
5668634803,Two BR 7 West Mulberry Street,Baltimore,MD,39.3191,-76.6126
5668633552,One BR 1001 Fair Winds Circle,Plant City,FL,27.9993,-82.1246
5668632998,One BR 1951 Brandywine Road,West Palm Beach,FL,26.7173,-80.1164
5668630568,Three BR 2682 Blossom Trail E,Blacksburg,VA,37.2312,-80.4159
5668629232,Three BR 8431 Kendall Ct - Unit 1,Laurel,MD,39.0976,-76.8614
5668627742,One BR 4801 Clyde Morris Blvd,Port Orange,FL,29.108,-80.9792
5668626160,One BR 601 N Eutaw St,Baltimore,MD,39.3191,-76.6126
5668625823,One BR 703 S Roxboro St,Durham,NC,35.9907,-78.9074
5668624937,Two BR 4611-102 Timbermill Court,Raleigh,NC,35.823,-78.6438
5668624427,One BR 12708 Bruce B Downs Blvd,Tampa,FL,28.0076,-82.4792
5668624417,Three BR 10515 Walker Vista Drive,Riverview,FL,27.8492,-82.3155
5668624409,One BR 8228 Chasco Woods Blvd,Port Richey,FL,28.3173,-82.6935
5668624391,Three BR 1604 Dusty Rose Lane,Brandon,FL,27.9275,-82.2984
5668624388,Studio apartment 5701 6th Avenue North,Saint Petersburg,FL,27.7873,-82.6772
