id,amenity_id
5668624423,19
5668624423,22
5668624385,6
5668624385,10
5668624385,19
5668624385,22
5668617231,6
5668617231,10
5668617231,22
5668614994,17
5668614742,4
5668614742,6
5668614742,10
5668614742,15
5668614742,18
5668614742,19
5668614742,20
5668614742,21
5668614742,22
5668614742,23
5668613179,3
5668613179,4
5668613179,5
5668613179,6
5668613179,8
5668613179,10
5668613179,11
5668613179,15
5668613179,18
5668613179,19
5668613179,20
5668613179,21
5668613179,22
5668613179,23
5668613179,25
5668611268,6
5668611268,18
5668611268,19
5668611268,22
5668610968,6
5668610968,19
5668610968,22
5668610081,18
5668610081,19
5668610081,20
5668610081,21
5668610081,22
5668610081,25
5668639742,18
5668639742,23
5668634098,6
5668634098,15
5668634098,18
5668634098,21
5668634098,22
5668633531,17
5668629839,17
5668624941,17
5668624370,17
5668624305,3
5668624305,4
5668624305,6
5668624305,18
5668624305,19
5668624305,21
5668624305,22
5668624128,4
5668624128,5
5668624128,6
5668624128,10
5668624128,15
5668624128,18
5668624128,21
5668624128,22
5668624128,23
5668622175,4
5668622175,6
5668622175,10
5668622175,18
5668622175,21
5668622175,22
5668617421,17
5668613854,17
5668612613,4
5668612613,5
5668612613,6
5668612613,8
5668612613,10
5668612613,15
5668612613,18
5668612613,21
5668612613,22
5668612060,4
5668612060,5
5668612060,6
5668612060,10
5668612060,15
5668612060,18
5668612060,19
5668612060,22
5668638747,17
5668638731,17
5668635848,17
5668634809,17
5668634338,17
5668633324,17
5668629157,17
5668627931,17
5668626564,18
5668626564,22
5668622484,21
5668622082,6
5668622082,10
5668622082,19
5668622082,22
5668613889,6
5668613889,21
5668613889,22
5668613728,5
5668613728,6
5668613728,11
5668613728,15
5668613728,19
5668613728,20
5668613728,21
5668613728,22
5668613456,6
5668613456,18
5668613456,22
5668613208,4
5668613208,6
5668613208,10
5668613208,11
5668613208,15
5668613208,18
5668613208,22
5668613208,23
5668611271,3
5668611271,6
5668611271,19
5668611271,21
5668611271,22
5668610299,6
5668610299,18
5668610299,19
5668610299,21
5668610299,22
5668610299,25
5668637955,17
5668637447,17
5668635337,17
5668633358,17
5668624596,21
5668623919,17
5668613498,6
5668613498,11
5668613498,18
5668613498,22
5668613480,11
5668613480,18
5668613480,19
5668612606,6
5668638617,17
5668629540,17
5668613886,4
5668613886,6
5668613886,15
5668613886,18
5668613886,19
5668613886,21
5668613886,22
5668613848,6
5668613848,21
5668613848,22
5668613841,4
5668613841,6
5668613841,15
5668613841,18
5668613841,19
5668613841,22
5668613762,6
5668613762,19
5668613762,21
5668613762,22
5668612597,21
5668639776,17
5668638986,17
5668632039,17
5668631992,17
5668624549,17
5668624394,18
5668624394,22
5668622824,4
5668622824,5
5668622824,6
5668622824,19
5668622824,21
5668622824,22
5668622824,23
5668622200,17
5668622168,3
5668622168,4
5668622168,6
5668622168,9
5668622168,10
5668622168,14
5668622168,15
5668622168,18
5668622168,19
5668622168,21
5668622168,22
5668622168,23
5668622168,25
5668614428,20
5668613423,6
5668613423,18
5668613423,19
5668613423,20
5668613423,21
5668613423,22
5668611853,4
5668611853,5
5668611853,6
5668611853,9
5668611853,15
5668611853,18
5668611853,19
5668611853,20
5668611853,21
5668611853,22
5668611853,23
5668611853,25
5668610914,4
5668610914,6
5668610914,8
5668610914,10
5668610914,15
5668610914,18
5668610914,22
5668610554,22
5668610025,15
5668610025,18
5668610025,22
5668640184,17
5668638465,6
5668638465,15
5668638465,18
5668638465,22
5668637942,17
5668635452,17
5668634772,17
5668634045,17
5668622716,18
5668622716,22
5668622716,23
5668622240,3
5668622240,4
5668622240,5
5668622240,6
5668622240,10
5668622240,15
5668622240,18
5668622240,19
5668622240,21
5668622240,22
5668622240,24
5668622240,26
5668620305,17
5668619365,3
5668619365,4
5668619365,6
5668619365,15
5668619365,19
5668619365,22
5668619365,25
5668615737,6
5668615737,22
5668615012,3
5668615012,4
5668615012,5
5668615012,6
5668615012,10
5668615012,14
5668615012,15
5668615012,18
5668615012,19
5668615012,21
5668615012,22
5668615012,25
5668614986,4
5668614986,5
5668614986,6
5668614986,10
5668614986,18
5668614986,19
5668614986,21
5668614986,22
5668614986,23
5668613534,5
5668613534,21
5668613534,22
5668613472,18
5668613472,22
5668610813,6
5668610813,19
5668610813,22
5668610813,23
5668639823,17
5668638431,17
5668637622,17
5668635854,17
5668633057,17
5668631101,17
5668630508,17
5668629953,17
5668622460,5
5668622460,6
5668622460,21
5668622460,22
5668622460,23
5668622425,4
5668622425,5
5668622425,6
5668622425,10
5668622425,15
5668622425,18
5668622425,19
5668622425,21
5668622425,22
5668622178,4
5668622178,5
5668622178,8
5668622178,15
5668622178,18
5668622178,21
5668622178,22
5668619650,21
5668617299,5
5668617299,6
5668617299,18
5668617299,19
5668617299,21
5668617299,22
5668617299,23
5668616833,6
5668616833,22
5668613776,4
5668613776,6
5668613776,10
5668613776,15
5668613776,18
5668613776,22
5668613776,23
5668613587,4
5668613587,5
5668613587,6
5668613587,8
5668613587,10
5668613587,11
5668613587,15
5668613587,18
5668613587,19
5668613587,22
5668613587,23
5668611295,6
5668611295,18
5668611295,19
5668611295,21
5668611295,22
5668610826,17
5668640298,17
5668640079,6
5668640079,22
5668639653,17
5668635443,17
5668629501,17
5668639902,17
5668625780,5
5668625780,18
5668625780,20
5668625780,21
5668625780,22
5668624315,18
5668624315,22
5668620294,4
5668620294,5
5668620294,6
5668620294,15
5668620294,19
5668620294,21
5668620294,22
5668620294,24
5668619353,3
5668619353,4
5668619353,5
5668619353,6
5668619353,10
5668619353,11
5668619353,14
5668619353,15
5668619353,20
5668619353,21
5668619353,22
5668619353,23
5668619353,25
5668617110,4
5668617110,6
5668617110,8
5668617110,15
5668617110,18
5668617110,22
5668614497,3
5668614497,4
5668614497,5
5668614497,6
5668614497,11
5668614497,15
5668614497,19
5668614497,20
5668614497,21
5668614497,22
5668614497,23
5668613198,3
5668613198,4
5668613198,6
5668613198,18
5668613198,19
5668613198,20
5668613198,21
5668613198,22
5668613198,23
5668611668,4
5668611668,5
5668611668,6
5668611668,8
5668611668,9
5668611668,15
5668611668,18
5668611668,21
5668611668,22
5668611125,17
5668641521,17
5668636256,17
5668633312,17
5668627239,6
5668627239,21
5668627239,22
5668626219,20
5668626219,21
5668626219,23
5668626219,26
5668624741,19
5668624741,22
5668624413,10
5668624413,22
5668624380,6
5668624380,22
5668620308,3
5668620308,4
5668620308,5
5668620308,6
5668620308,14
5668620308,15
5668620308,18
5668620308,19
5668620308,21
5668620308,22
5668620308,23
5668620308,24
5668616874,4
5668616874,5
5668616874,6
5668616874,15
5668616874,19
5668616874,20
5668616874,21
5668616874,22
5668616874,25
5668613494,6
5668613494,11
5668613494,18
5668613494,21
5668613494,22
5668613261,4
5668613261,5
5668613261,6
5668613261,10
5668613261,15
5668613261,18
5668613261,19
5668613261,21
5668613261,22
5668613247,18
5668613247,22
5668613232,18
5668612625,4
5668612625,5
5668612625,6
5668612625,8
5668612625,10
5668612625,15
5668612625,18
5668612625,19
5668612625,21
5668612625,22
5668612625,23
5668612617,4
5668612617,5
5668612617,6
5668612617,8
5668612617,10
5668612617,12
5668612617,15
5668612617,18
5668612617,20
5668612617,21
5668612617,22
5668610831,19
5668610550,4
5668610550,6
5668610550,8
5668610550,10
5668610550,15
5668610550,18
5668610550,19
5668610550,22
5668610075,14
5668610075,19
5668610075,21
5668610075,22
5668610075,25
5668637926,17
5668634497,17
5668634429,17
5668634054,6
5668634054,18
5668634054,21
5668634054,22
5668633906,17
5668630480,17
5668629181,17
5668624833,6
5668624833,9
5668624593,17
5668624375,22
5668624341,4
5668624341,6
5668624341,15
5668624341,18
5668624341,19
5668624341,22
5668624293,8
5668624293,18
5668624293,21
5668624293,22
5668624133,4
5668624133,6
5668624133,8
5668624133,10
5668624133,18
5668624133,19
5668624133,22
5668619509,3
5668619509,5
5668619509,6
5668619509,20
5668619509,22
5668619341,17
5668615334,6
5668615334,21
5668615334,22
5668615334,23
5668613968,6
5668613968,9
5668613968,21
5668613958,17
5668613955,18
5668613658,21
5668613446,18
5668613446,19
5668613446,21
5668613446,22
5668613414,6
5668613414,14
5668613414,19
5668613414,21
5668613414,22
5668611561,21
5668611291,4
5668611291,6
5668611291,8
5668611291,10
5668611291,15
5668611291,18
5668611291,22
5668611177,4
5668611177,15
5668611177,19
5668611177,20
5668611177,21
5668611177,22
5668611177,25
5668611139,17
5668610832,9
5668610832,23
5668643162,17
5668641504,17
5668639489,17
5668639436,17
5668639051,17
5668637935,17
5668634887,17
5668634438,17
5668633913,17
5668627973,17
5668626638,17
5668626055,17
5668624587,21
5668624337,6
5668624325,17
5668622234,5
5668622234,6
5668622234,10
5668622234,15
5668622234,19
5668622234,21
5668622234,22
5668622234,25
5668622195,4
5668622195,6
5668622195,10
5668622195,18
5668622195,19
5668622195,21
5668622195,22
5668620765,3
5668620765,4
5668620765,5
5668620765,6
5668620765,9
5668620765,10
5668620765,11
5668620765,15
5668620765,18
5668620765,19
5668620765,21
5668620765,22
5668620765,23
5668618887,4
5668618887,6
5668618887,8
5668618887,11
5668618887,22
5668618887,23
5668615037,6
5668615037,20
5668615037,22
5668613800,5
5668613800,6
5668613800,9
5668613800,19
5668613800,21
5668613800,22
5668613800,23
5668613714,6
5668613714,9
5668613714,21
5668613672,4
5668613672,6
5668613672,15
5668613672,18
5668613672,21
5668613672,22
5668613236,4
5668613236,5
5668613236,6
5668613236,9
5668613236,10
5668613236,15
5668613236,18
5668613236,19
5668613236,22
5668613236,23
5668613184,4
5668613184,5
5668613184,6
5668613184,8
5668613184,11
5668613184,15
5668613184,18
5668613184,21
5668613184,22
5668613184,23
5668612659,4
5668612659,6
5668612659,15
5668612659,19
5668612659,21
5668612659,22
5668612639,4
5668612639,5
5668612639,6
5668612639,10
5668612639,15
5668612639,18
5668612639,19
5668612639,20
5668612639,21
5668612639,22
5668612192,9
5668612038,6
5668612038,18
5668612038,19
5668612038,21
5668612038,22
5668611923,18
5668611923,21
5668610822,9
5668610544,18
5668610544,22
5668610277,6
5668610277,19
5668610277,20
5668610277,22
5668610277,25
5668642898,17
5668642088,17
5668638768,17
5668636486,17
5668635891,17
5668634803,17
5668633552,17
5668632998,17
5668630568,17
5668629232,17
5668627742,6
5668627742,15
5668627742,18
5668627742,22
5668626160,17
5668625823,5
5668625823,13
5668625823,21
5668625823,23
5668624937,4
5668624937,6
5668624937,9
5668624937,10
5668624937,18
5668624937,19
5668624937,21
5668624937,22
5668624427,4
5668624427,6
5668624427,8
5668624427,15
5668624427,22
5668624427,23
5668624427,24
5668624417,6
5668624417,10
5668624417,22
5668624409,4
5668624409,6
5668624409,18
5668624409,22
5668624409,23
5668624391,6
5668624391,10
5668624391,22
5668624388,4
5668624388,5
5668624388,10
5668624388,15
5668624388,18
5668624388,19
5668624388,21
5668624388,22
5668624163,4
5668624163,5
5668624163,6
5668624163,8
5668624163,15
5668624163,18
5668624163,21
5668624163,22
5668624163,23
5668623914,17
5668619311,17
5668617506,6
5668617506,9
5668617506,19
5668617506,22
5668617506,23
5668617281,6
5668617281,10
5668617281,19
5668617281,20
5668617281,21
5668617281,22
5668617113,4
5668617113,6
5668617113,10
5668617113,18
5668617113,19
5668617113,22
5668617113,23
5668615341,5
5668615341,6
5668615341,14
5668615341,21
5668615341,22
5668615341,23
5668613986,17
5668613679,21
5668613595,4
5668613595,6
5668613595,8
5668613595,15
5668613595,18
5668613595,19
5668613595,21
5668613595,22
5668613547,4
5668613547,6
5668613547,10
5668613547,15
5668613547,18
5668613547,21
5668613547,22
5668613547,25
5668613268,15
5668613268,18
5668613268,21
5668613225,18
5668613225,21
5668613191,4
5668613191,5
5668613191,6
5668613191,8
5668613191,10
5668613191,14
5668613191,15
5668613191,18
5668613191,19
5668613191,20
5668613191,21
5668613191,22
5668613191,23
5668613191,25
5668612578,17
5668612572,21
5668612301,6
5668612301,10
5668612301,19
5668612301,22
5668611506,6
5668611506,14
5668611506,19
5668611506,21
5668611506,22
5668611322,4
5668611322,6
5668611322,18
5668611322,19
5668611322,20
5668611322,21
5668611322,22
5668611229,17
5668611188,19
5668611188,20
5668611188,21
5668611188,22
5668611188,25
5668611182,6
5668611182,11
5668611182,14
5668611182,18
5668611182,20
5668611182,21
5668611182,22
5668611066,8
5668611066,18
5668611066,19
5668611066,21
5668611066,22
5668611066,23
5668611063,6
5668611063,23
5668610925,6
5668610925,22
5668610804,21
5668610052,6
5668610052,11
5668610052,18
5668610052,19
5668610052,21
5668610052,22
5668643292,17
5668642724,17
5668641600,15
5668641600,18
5668641600,22
5668641298,6
5668641298,8
5668641298,18
5668641298,22
5668641254,17
5668640885,17
5668640263,17
5668639963,17
5668639916,17
5668639882,17
5668639609,17
5668639284,17
5668638643,17
5668638527,17
5668638056,17
5668638039,17
5668637363,6
5668637363,8
5668637363,21
5668637363,22
5668636668,17
5668636599,17
5668636390,17
5668634334,17
5668634332,17
5668633305,17
5668632618,17
5668630340,17
5668630330,17
5668629710,17
5668628904,17
5668628460,17
5668628451,17
5668628395,17
5668627365,17
5668626800,6
5668626800,22
5668626720,17
5668624940,6
5668624940,9
5668624940,10
5668624940,18
5668624940,19
5668624940,20
5668624940,22
5668624940,23
5668624933,17
5668624926,17
5668624912,17
5668624585,21
5668624574,4
5668624574,6
5668624574,15
5668624574,18
5668624574,19
5668624574,21
5668624574,22
5668624545,4
5668624545,6
5668624545,15
5668624545,18
5668624545,19
5668624545,21
5668624545,22
5668624545,25
5668624363,4
5668624363,15
5668624363,18
5668624363,22
5668624299,17
5668624168,4
5668624168,6
5668624168,10
5668624168,15
5668624168,18
5668624168,19
5668624168,21
5668624168,22
5668624168,23
5668623268,3
5668623268,4
5668623268,5
5668623268,6
5668623268,8
5668623268,9
5668623268,10
5668623268,15
5668623268,18
5668623268,21
5668623268,22
5668623268,23
5668622250,3
5668622250,6
5668622250,15
5668622250,21
5668622250,22
5668622187,4
5668622187,5
5668622187,6
5668622187,10
5668622187,15
5668622187,18
5668622187,19
5668622187,21
5668622187,22
5668622187,25
5668622164,4
5668622164,5
5668622164,6
5668622164,10
5668622164,18
5668622164,19
5668622164,21
5668622164,22
5668622109,4
5668622109,5
5668622109,6
5668622109,8
5668622109,10
5668622109,15
5668622109,18
5668622109,19
5668622109,20
5668622109,21
5668622109,22
5668622087,6
5668622087,10
5668622087,21
5668622087,22
5668620400,4
5668620400,6
5668620400,9
5668620400,10
5668620400,15
5668620400,22
5668619665,4
5668619665,6
5668619665,15
5668619665,18
5668619665,19
5668619665,22
5668619361,3
5668619361,5
5668619361,6
5668619361,11
5668619361,18
5668619361,19
5668619361,21
5668619361,22
5668619361,23
5668619361,25
5668619316,2
5668619316,6
5668619316,10
5668619316,19
5668619316,21
5668619316,22
5668617450,18
5668617450,19
5668617450,22
5668617429,4
5668617429,6
5668617429,10
5668617429,15
5668617429,22
5668617259,6
5668617259,10
5668617259,18
5668617259,19
5668617259,22
5668617129,5
5668617129,6
5668617129,9
5668617129,18
5668617129,19
5668617129,21
5668617129,22
5668617124,4
5668617124,5
5668617124,11
5668617124,15
5668617124,18
5668617124,21
5668617124,22
5668617121,4
5668617121,6
5668617121,9
5668617121,10
5668617121,19
5668617121,21
5668617121,22
5668617121,23
5668617117,6
5668617117,15
5668617117,19
5668617117,21
5668617117,22
5668615721,5
5668615721,9
5668615721,18
5668615721,19
5668615721,21
5668615721,22
5668615717,5
5668615717,6
5668615717,10
5668615717,18
5668615717,19
5668615717,20
5668615717,21
5668615717,22
5668615331,6
5668615331,18
5668615331,21
5668615331,22
5668614916,4
5668614916,6
5668614916,8
5668614916,15
5668614916,18
5668614916,19
5668614916,21
5668614916,22
5668614841,5
5668614841,6
5668614841,18
5668614841,19
5668614841,20
5668614841,22
5668614841,23
5668614830,21
5668614517,3
5668614517,5
5668614517,6
5668614517,11
5668614517,18
5668614517,21
5668614517,22
5668613983,6
5668613983,9
5668613983,18
5668613983,19
5668613983,21
5668613983,22
5668613978,6
5668613978,22
5668613978,23
5668613973,6
5668613973,19
5668613973,21
5668613973,22
5668613973,23
5668613964,6
5668613964,21
5668613952,6
5668613952,18
5668613952,21
5668613952,22
5668613894,6
5668613894,18
5668613894,21
5668613880,21
5668613860,6
5668613860,18
5668613860,21
5668613860,22
5668613824,6
5668613824,18
5668613824,19
5668613824,21
5668613824,22
5668613821,17
5668613755,4
5668613755,6
5668613755,8
5668613755,15
5668613755,21
5668613755,22
5668613748,3
5668613748,4
5668613748,6
5668613748,19
5668613748,20
5668613748,21
5668613748,22
5668613734,17
5668613697,6
5668613697,8
5668613697,11
5668613697,18
5668613697,19
5668613697,21
5668613697,26
5668613666,21
5668613451,6
5668613451,18
5668613451,19
5668613451,22
5668613204,4
5668613204,5
5668613204,6
5668613204,7
5668613204,8
5668613204,10
5668613204,12
5668613204,15
5668613204,18
5668613204,19
5668613204,21
5668613204,22
5668613204,23
5668613204,26
5668612663,3
5668612663,19
5668612663,22
5668612663,23
5668612663,25
5668612642,4
5668612642,5
5668612642,6
5668612642,10
5668612642,15
5668612642,16
5668612642,18
5668612642,19
5668612642,21
5668612642,22
5668612632,5
5668612632,6
5668612632,11
5668612632,18
5668612632,19
5668612632,20
5668612632,21
5668612632,22
5668612632,25
5668612588,4
5668612588,5
5668612588,6
5668612588,19
5668612588,21
5668612588,22
5668612588,23
5668612583,17
5668612566,20
5668612012,4
5668612012,5
5668612012,6
5668612012,8
5668612012,9
5668612012,10
5668612012,11
5668612012,14
5668612012,15
5668612012,18
5668612012,19
5668612012,21
5668612012,22
5668612012,23
5668612007,20
5668612007,23
5668611917,6
5668611917,18
5668611917,21
5668611917,22
5668611821,18
5668611821,21
5668611746,17
5668611741,18
5668611741,21
5668611326,6
5668611326,14
5668611326,19
5668611326,21
5668611326,22
5668611302,6
5668611302,14
5668611302,18
5668611302,19
5668611302,21
5668611302,22
5668611302,23
5668611302,25
5668611255,19
5668611255,20
5668611255,21
5668611255,22
5668611255,25
5668611246,18
5668611246,19
5668611246,20
5668611246,21
5668611246,22
5668611242,6
5668611242,19
5668611242,21
5668611242,22
5668611213,5
5668611213,6
5668611213,19
5668611213,20
5668611213,21
5668611213,23
5668611148,4
5668611148,5
5668611148,6
5668611148,8
5668611148,10
5668611148,15
5668611148,18
5668611148,19
5668611148,21
5668611148,22
5668611148,23
5668611119,4
5668611119,6
5668611119,19
5668611119,22
5668611072,6
5668611072,18
5668611072,19
5668611072,20
5668611072,21
5668611072,22
5668611058,17
5668610859,6
5668610859,19
5668610838,19
5668610283,14
5668610283,18
5668610283,19
5668610283,21
5668610283,22
5668610036,11
5668610036,15
5668610036,20
5668610036,21
5668610036,22
5668609988,14
5668609988,19
5668609988,22
5668609988,23
5668622638,17
5668638397,17
5668618570,17
5668634493,17
5668624849,21
5668620774,17
5668626833,17
5668625024,21
5668624721,17
5668624602,21
5668624552,17
5668624350,17
5668624290,21
5668622813,21
5668622438,17
5668253136,5
5668253136,13
5668253136,21
5668253136,23
5668251142,1
5668251142,3
5668251142,4
5668251142,5
5668251142,6
5668251142,13
5668251142,19
5668251142,21
5668251142,22
5668251142,27
5668259732,4
5668259732,13
5668259732,28
5668255071,1
5668255071,4
5668255071,13
5668255071,18
5668255071,27
5664597376,17
5664598009,17
5664597967,17
5664597342,17
5664596499,17
5664595062,17
5664580810,17
5664579728,17
5664575354,4
5664575354,6
5664575354,10
5664575354,15
5664575354,18
5664575354,22
5664573944,4
5664573944,5
5664573944,6
5664573944,8
5664573944,10
5664573944,11
5664573944,15
5664573944,18
5664573944,19
5664573944,21
5664573944,22
5664573944,25
5664573248,17
5664579308,6
5664579308,22
5664579308,23
5664575668,6
5664598451,17
5664598144,17
5664597744,17
5664583681,17
5664579555,17
5664573784,6
5664573784,10
5664573784,22
5664596757,17
5664576147,17
5664573380,18
5664573380,22
5664567250,4
5664567250,5
5664567250,6
5664567250,10
5664567250,15
5664567250,18
5664567250,19
5664567250,20
5664567250,21
5664567250,22
5664597936,17
5664597642,17
5664576109,4
5664576109,6
5664576109,15
5664576109,18
5664576109,22
5664575334,21
5664574862,4
5664574862,6
5664574862,15
5664574862,19
5664574862,21
5664574862,22
5664574698,18
5664574105,17
5664583648,17
5664579890,17
5664579551,6
5664579551,10
5664579551,19
5664579551,22
5664579551,23
5664576197,3
5664576197,4
5664576197,5
5664576197,6
5664576197,9
5664576197,19
5664576197,20
5664576197,21
5664576197,22
5664576197,23
5664576197,25
5664576184,17
5664573818,6
5664573818,22
5664596818,17
5664581458,6
5664581458,18
5664581458,21
5664581458,22
5664576270,17
5664581629,6
5664581629,8
5664581629,18
5664581629,21
5664581629,22
5664575605,6
5664575605,9
5664575605,18
5664575605,22
5664574855,17
5664571583,4
5664571583,6
5664571583,10
5664571583,18
5664571583,22
5664571583,23
5664595222,17
5664576105,21
5664575328,4
5664575328,6
5664575328,15
5664575328,18
5664575328,22
5664575328,23
5664573751,17
5664568748,4
5664568748,5
5664568748,6
5664568748,10
5664568748,11
5664568748,15
5664568748,18
5664568748,19
5664568748,22
