id,price_display,price_type
5668624427,"$1,249",Monthly
5668624417,"$1,499",Monthly
5668624409,$885,Monthly
5668624391,"$1,549",Monthly
5668624388,$829,Monthly
5668624163,"$1,555",Monthly
5668623914,$550,Monthly
5668619311,$899,Monthly
5668617506,"$2,250",Monthly
5668617281,"$1,595",Monthly
5668617113,"$1,025",Monthly
5668615341,"$1,300",Monthly
5668613986,"$1,565",Monthly
5668613679,"$1,430",Monthly
5668613595,"$2,350",Monthly
5668613547,$799,Monthly
5668613268,"$2,230",Monthly
5668613225,"$2,117",Monthly
5668613191,"$1,668",Monthly
5668612578,$833,Monthly
5668612572,"$1,135",Monthly
5668612301,"$1,650",Monthly
5668611506,"$1,069",Monthly
5668611322,"$1,400",Monthly
5668611229,"$1,630",Monthly
5668611188,$949,Monthly
5668611182,$999,Monthly
5668611066,"$2,000",Monthly
5668611063,$951,Monthly
5668610925,"$1,325",Monthly
5668610804,"$1,249",Monthly
5668610052,"$1,049",Monthly
5668643292,"$11,000",Monthly
5668642724,"$2,650",Monthly
5668641600,$780,Monthly
5668641298,"$3,925",Monthly
5668641254,"$1,550",Monthly
5668640885,"$2,400",Monthly
5668640263,"$1,550",Monthly
5668639963,"$3,100",Monthly
5668639916,"$1,425",Monthly
5668639882,"$1,725",Monthly
5668639609,"$1,300",Monthly
5668639284,"$3,600",Monthly
5668638643,"$1,370",Monthly
5668638527,"$1,775",Monthly
5668638056,"$2,200",Monthly
5668638039,"$1,995",Monthly
5668637363,"$3,050",Monthly
5668636668,$800,Monthly
5668636599,"$2,200",Monthly
5668636390,"$3,750",Monthly
5668634334,"$1,750",Monthly
5668634332,"$1,725",Monthly
5668633305,"$3,150",Monthly
5668632618,"$1,350",Monthly
5668630340,"$1,800",Monthly
5668630330,"$1,300",Monthly
5668629710,"$2,200",Monthly
5668628904,"$1,699",Monthly
5668628460,"$1,650",Monthly
5668628451,"$1,199",Monthly
5668628395,"$2,300",Monthly
5668627365,"$4,500",Monthly
5668626800,"$1,450",Monthly
5668626720,$850,Monthly
5668624940,"$1,250",Monthly
5668624933,"$1,399",Monthly
5668624926,"$1,325",Monthly
5668624912,"$1,425",Monthly
5668624585,$850,Monthly
5668624574,"$1,273",Monthly
5668624545,"$1,219",Monthly
5668624363,"$1,950",Monthly
5668624299,"$1,000",Monthly
5668624168,"$1,850",Monthly
5668623268,"$1,325",Monthly
5668622250,"$1,138",Monthly
5668622187,$925,Monthly
5668622164,$895,Monthly
5668622109,"$1,850",Monthly
5668622087,"$1,499",Monthly
5668620400,$750,Monthly
5668619665,$635,Monthly
5668619361,"$1,294",Monthly
5668619316,"$1,025",Monthly
5668617450,$825,Monthly
5668617429,"$1,600",Monthly
5668617259,"$1,450",Monthly
5668617129,$795,Monthly
5668617124,"$1,239",Monthly
5668617121,$879,Monthly
5668617117,$989,Monthly
5668615721,$785,Monthly
5668615717,$890,Monthly
5668615331,"$1,174",Monthly
5668614916,"$1,195",Monthly
5668614841,"$1,125",Monthly
5668614830,$600,Monthly
5668614517,"$1,046",Monthly
5668613983,"$1,924",Monthly
5668613978,"$1,450",Monthly
5668613973,"$1,430",Monthly
5668613964,"$1,565",Monthly
5668613952,"$1,719",Monthly
5668613894,"$1,463",Monthly
5668613880,"$2,150",Monthly
5668613860,"$1,610",Monthly
5668613824,"$1,606",Monthly
5668613821,"$1,465",Monthly
5668613755,"$1,206",Monthly
5668613748,"$1,415",Monthly
5668613734,"$1,260",Monthly
5668613697,"$1,246",Monthly
5668613666,"$1,680",Monthly
5668613451,"$1,249",Monthly
5668613204,"$2,435",Monthly
5668612663,"$1,184",Monthly
5668612642,"$1,425",Monthly
5668612632,"$1,180",Monthly
5668612588,"$1,240",Monthly
5668612583,"$1,325",Monthly
5668612566,"$1,179",Monthly
5668612012,"$1,865",Monthly
5668612007,"$1,130",Monthly
5668611917,"$1,530",Monthly
5668611821,"$1,595",Monthly
5668611746,"$2,460",Monthly
5668611741,"$1,579",Monthly
5668611326,"$1,199",Monthly
5668611302,$879,Monthly
5668611255,"$1,249",Monthly
5668611246,"$1,199",Monthly
5668611242,"$1,089",Monthly
5668611213,"$1,832",Monthly
5668611148,"$1,201",Monthly
5668611119,$910,Monthly
5668611072,"$1,289",Monthly
5668611058,$784,Monthly
5668610859,"$3,500",Monthly
5668610838,"$1,575",Monthly
5668610283,"$1,909",Monthly
5668610036,"$1,269",Monthly
5668609988,"$1,009",Monthly
5668622638,$800,Monthly
5668638397,"$1,050",Monthly
5668618570,$595,Monthly
5668634493,"$1,360",Monthly
5668624849,"$1,145",Monthly
5668620774,$750,Monthly
5668626833,"$1,390",Monthly
5668625024,$550,Monthly
5668624721,$955,Monthly
5668624602,$750,Monthly
5668624552,"$1,090",Monthly
5668624350,"$1,000",Monthly
5668624290,"$1,035",Monthly
5668622813,$860,Monthly
5668622438,$700,Monthly
5668253136,"$2,365",Monthly
5668251142,$770,Monthly
5668259732,"$1,344",Monthly
5668255071,$922,Monthly
5664597376,"$1,475",Monthly
5664598009,"$1,300",Monthly
5664597967,"$1,900",Monthly
5664597342,"$2,250",Monthly
5664596499,"$2,395",Monthly
5664595062,"$1,600",Monthly
5664580810,"$4,600",Monthly
5664579728,"$1,599",Monthly
5664575354,"$1,850",Monthly
5664573944,$914,Monthly
5664573248,$690,Monthly
5664579308,"$1,249",Monthly
5664575668,"$2,625",Monthly
5664598451,"$2,200",Monthly
5664598144,"$1,400",Monthly
5664597744,"$1,450",Monthly
5664583681,"$1,800",Monthly
5664579555,"$1,300",Monthly
5664573784,"$1,199",Monthly
5664596757,"$2,550",Monthly
5664576147,"$1,299",Monthly
5664573380,"$1,095",Monthly
5664567250,$919,Monthly
5664597936,"$2,500",Monthly
5664597642,"$1,600",Monthly
5664576109,"$1,188",Monthly
5664575334,$700,Monthly
5664574862,"$1,670",Monthly
5664574698,"$1,319",Monthly
5664574105,$750,Monthly
5664583648,"$1,400",Monthly
5664579890,"$1,799",Monthly
5664579551,"$1,349",Monthly
5664576197,$775,Monthly
5664576184,"$1,449",Monthly
5664573818,"$1,549",Monthly
5664596818,"$1,650",Monthly
5664581458,$635,Monthly
5664576270,"$1,649",Monthly
5664581629,"$6,700",Monthly
5664575605,"$5,250",Monthly
5664574855,"$1,045",Monthly
5664571583,$900,Monthly
5664595222,"$2,190",Monthly
5664576105,"$1,399",Monthly
5664575328,"$1,800",Monthly
5664573751,"$1,095",Monthly
5664568748,$839,Monthly
5664567290,$800,Monthly
5664598296,"$1,400",Monthly
5664597033,"$1,025",Monthly
5664595462,$829,Monthly
5664595287,"$2,300",Monthly
5664594111,"$3,200",Monthly
5664576190,"$1,299",Monthly
5665210323,$949,Monthly
5664597687,"$2,695",Monthly
5664594835,$825,Monthly
5664594581,"$1,250",Monthly
5664574103,$850,Monthly
5664572567,"$2,000",Monthly
5664572405,"$1,289",Monthly
5664595458,$814,Monthly
5664582953,"$2,800",Monthly
5664576119,"$1,649",Monthly
5664572409,"$1,650",Monthly
5664567258,$720,Monthly
5665205723,"$1,395",Monthly
5664598388,"$1,500",Monthly
5664597253,$900,Monthly
5664579568,"$1,346",Monthly
5664576180,"$1,449",Monthly
5664575648,"$3,503",Monthly
5664590182,"$1,600",Monthly
5664576192,"$1,675",Monthly
5664575364,"$1,150",Monthly
5664573949,$865,Monthly
5664573938,$600,Monthly
5664573261,"$1,095",Monthly
5664567310,"$1,449",Monthly
5664598185,"$1,750",Monthly
5664597857,"$2,300",Monthly
5664597772,"$1,395",Monthly
5664597733,"$2,900",Monthly
5664597590,"$1,500",Monthly
5664575756,"$3,300",Monthly
5664575324,$825,Monthly
5664573922,$849,Monthly
5664567223,$755,Monthly
5664567210,$691,Monthly
5664597959,"$1,280",Monthly
5664597664,"$1,775",Monthly
5664596549,"$1,900",Monthly
5664594265,"$2,250",Monthly
5664576170,"$1,499",Monthly
5664574816,$875,Monthly
5664573776,"$1,349",Monthly
5664573722,"$2,000",Monthly
5664568805,$820,Monthly
5664597778,"$3,000",Monthly
5664597250,"$4,750",Monthly
5664596518,"$1,795",Monthly
5664579562,"$1,475",Monthly
5664576133,"$1,399",Monthly
5664575494,"$1,724",Monthly
5664568944,"$1,725",Monthly
5664568922,"$1,165",Monthly
5664598294,"$1,395",Monthly
5664598218,"$1,785",Monthly
5664597971,"$2,750",Monthly
5664579581,$979,Monthly
5664579559,"$1,499",Monthly
5664579548,"$1,299",Monthly
5664573802,"$1,199",Monthly
5664567604,"$1,219",Monthly
5664598425,$999,Monthly
5664598311,"$1,500",Monthly
5664597913,"$2,100",Monthly
5664597692,"$1,995",Monthly
5664597647,"$1,375",Monthly
5664597188,"$1,695",Monthly
5664596628,"$1,350",Monthly
5664595590,$575,Monthly
5664594535,"$2,450",Monthly
5664592540,"$1,400",Monthly
5664590178,"$1,800",Monthly
5664581850,"$1,380",Monthly
5664579854,$719,Monthly
5664576129,"$1,499",Monthly
5664575762,"$2,970",Monthly
5664573767,$900,Monthly
5664573764,$690,Monthly
5664573737,"$1,800",Monthly
5664573731,"$1,750",Monthly
5664568741,$895,Monthly
5664567594,"$1,356",Monthly
5664579939,"$1,450",Monthly
5664579565,"$1,649",Monthly
5664576276,"$1,449",Monthly
5664576263,"$1,425",Monthly
5664576174,"$1,599",Monthly
5664576122,"$1,299",Monthly
5664576115,"$1,399",Monthly
5664576113,"$1,499",Monthly
5664576049,"$1,399",Monthly
5664575536,"$1,250",Monthly
5664575511,"$2,150",Monthly
5664574791,$900,Monthly
5664574683,"$1,424",Monthly
5664573962,$985,Monthly
5664573902,"$1,099",Monthly
5664573823,$837,Monthly
5664573362,"$1,895",Monthly
5664573308,"$1,250",Monthly
5664572709,"$1,988",Monthly
5664572371,"$1,300",Monthly
5664568838,"$1,030",Monthly
5664567220,"$1,599",Monthly
5664573326,"$3,000",Monthly
5664574765,"$1,250",Monthly
5664571561,$200,Monthly
5664579687,$600,Monthly
5664573918,$750,Monthly
5664573458,"$1,150",Monthly
5664573267,$975,Monthly
5664571566,$925,Monthly
5664573954,$685,Monthly
5664568706,$575,Monthly
5664576138,"$1,449",Monthly
5664576125,"$1,475",Monthly
5664576053,"$1,425",Monthly
5664576150,"$1,649",Monthly
5659915998,"$1,375",Monthly
5659918269,"$1,500",Monthly
5659898012,$995,Monthly
5659899033,"$1,249",Monthly
5659898008,"$1,700",Monthly
5659919376,"$2,750",Monthly
5659918816,"$2,895",Monthly
5659904308,"$1,000",Monthly
5660651353,"$1,675",Monthly
5659917461,"$2,550",Monthly
5659899387,"$1,026",Monthly
5659899037,"$1,499",Monthly
5659897853,"$1,425",Monthly
5659918676,"$2,450",Monthly
5659899132,"$1,275",Monthly
5660651428,"$1,475",Monthly
5659897867,"$1,625",Monthly
5659919380,"$1,625",Monthly
5659912654,"$1,500",Monthly
5659899337,"$1,300",Monthly
5659918796,"$1,450",Monthly
5659918687,"$4,000",Monthly
5659918093,"$1,900",Monthly
5659916309,"$1,795",Monthly
5659913088,"$1,300",Monthly
5659901651,"$1,900",Monthly
5659899024,$999,Monthly
5659918240,"$1,625",Monthly
5659916287,"$1,850",Monthly
5659914929,$875,Monthly
5659912527,"$2,200",Monthly
5659911618,"$1,425",Monthly
5659898665,"$1,400",Monthly
5659899003,"$1,549",Monthly
5659899323,$800,Monthly
5659276240,"$1,560 Weekly",Weekly
5659898888,$645,Monthly
5659898660,$750,Monthly
5659276092,"$2,355",Monthly
5659276360,"$1,915",Monthly
5659276337,"$1,350",Monthly
5659287395,$953,Monthly
5659280863,"$1,099",Monthly
5659275619,"$1,476",Monthly
5659275929,$750,Monthly
5659276059,"$1,369",Monthly
5655792181,"$1,774",Monthly
5668556637,$899,Monthly
5655792516,"$1,119",Monthly
5655801222,"$1,941",Monthly
5653561600,"$1,595",Monthly
5655796677,"$1,850",Monthly
5654423116,"$2,550",Monthly
5655796769,"$1,962",Monthly
5654423578,"$1,650",Monthly
5653562744,$400,Monthly
5653564493,$600,Monthly
5654434917,"$2,200",Monthly
5654433785,"$1,550",Monthly
5654426744,"$1,719",Monthly
5654426609,"$2,690",Monthly
5651519138,$838,Monthly
5648143759,"$1,625",Monthly
5648135425,"$2,100",Monthly
5650235118,"$11,000",Monthly
5648790434,"$1,200",Monthly
5648771364,"$1,000",Monthly
5648771352,"$1,850",Monthly
5661066538,$699,Monthly
5661066343,"$1,100",Monthly
5643216650,"$1,100",Monthly
5644645881,"$1,450",Monthly
5642350201,"$2,500",Monthly
5642309836,"$2,196",Monthly
5642327189,"$9,500",Monthly
5642309835,$945,Monthly
5642358923,"$2,200",Monthly
5642354967,"$1,600",Monthly
5642309923,$950,Monthly
5654897184,"$5,000",Monthly
5654898031,"$1,560",Monthly
5639933924,"$2,600",Monthly
5653497458,$895,Monthly
5654897106,"$2,400",Monthly
5637622041,"$2,700",Monthly
5637621543,$795,Monthly
5653497433,$829,Monthly
5650858676,$995,Monthly
5631142175,"$1,000",Monthly
5668225990,"$1,800",Monthly
5668225946,"$2,927",Monthly
5668276060,"$1,850",Monthly
5668226299,"$1,600",Monthly
5668226274,"$2,278",Monthly
5668227014,"$2,150",Monthly
5668226512,"$1,680",Monthly
5668225101,"$1,751",Monthly
5668225117,"$2,799",Monthly
5668225992,"$1,720",Monthly
5668297747,"$1,200",Monthly
5668270980,"$1,900",Monthly
5668225138,"$1,730",Monthly
5668227068,"$1,250",Monthly
5668225699,"$1,568",Monthly
5668276145,"$1,240",Monthly
5668227013,"$1,255",Monthly
5668276110,"$1,000",Monthly
5668226626,"$1,489",Monthly
5668225479,"$1,934",Monthly
5668225204,"$2,870",Monthly
5668225986,"$1,546",Monthly
5668224194,"$1,280",Monthly
5668548836,$800,Monthly
5668225578,"$1,220",Monthly
5668225291,"$1,979",Monthly
5667222915,"$2,750",Monthly
5667218244,"$3,800",Monthly
5668227011,"$1,240",Monthly
5668227007,"$1,290",Monthly
5668226855,"$1,623",Monthly
5668225789,"$1,650",Monthly
5668225575,"$1,708",Monthly
5668225545,"$1,810",Monthly
5668225407,"$1,625",Monthly
5668225405,"$1,575",Monthly
5668223650,"$1,530",Monthly
5668226864,"$2,050",Monthly
5668226603,"$1,456",Monthly
5668226553,"$1,715",Monthly
5668226384,"$1,710",Monthly
5668225949,"$2,220",Monthly
5668225734,"$1,599",Monthly
5668225593,"$2,125",Monthly
5668225555,"$2,195",Monthly
5668225436,"$1,332",Monthly
5667221519,"$1,300",Monthly
5667520510,"$1,778",Monthly
5667221504,"$1,075",Monthly
5545821771,$975,Monthly
5544558459,"$1,350",Monthly
5544557995,"$1,200",Monthly
5544557791,"$1,300",Monthly
5544493278,"$1,750",Monthly
5508862173,"$3,500",Monthly
5508851008,$975,Monthly
5508846035,"$2,355",Monthly
5508840695,"$1,814",Monthly
5508837746,"$2,315",Monthly
5508833987,"$1,428",Monthly
5508832954,"$1,100",Monthly
5508819057,"$1,485",Monthly
5508817616,"$1,810",Monthly
5508816727,$953,Monthly
5508816063,$990,Monthly
5508807284,$963,Monthly
5508800063,"$1,465",Monthly
5508776840,"$1,242",Monthly
5508768148,"$5,000",Monthly
5508766495,"$3,179",Monthly
5508765304,$963,Monthly
5508761434,"$1,378",Monthly
5537322649,"$1,028",Monthly
5509247993,"$1,135",Monthly
5509155874,"$1,077",Monthly
5509144443,"$1,445",Monthly
5509114847,"$1,440",Monthly
5509099469,"$2,395",Monthly
5509098426,"$1,079",Monthly
5509085481,"$1,148",Monthly
5509073061,"$1,115",Monthly
5509070838,"$1,475",Monthly
5509064160,"$1,200",Monthly
5509061450,"$1,444",Monthly
5509061191,"$1,459",Monthly
5509056929,$880,Monthly
5509048213,$960,Monthly
5509028896,"$1,017",Monthly
5509028204,$979,Monthly
5509022526,"$2,055",Monthly
5509018663,"$1,540",Monthly
5509017950,"$1,395",Monthly
5509017926,"$1,570",Monthly
5509008721,"$1,319",Monthly
5509005826,"$1,708",Monthly
5509000078,"$4,100",Monthly
5508995025,"$1,440",Monthly
5508992182,"$1,849",Monthly
5508989222,"$1,515",Monthly
5508982957,$969,Monthly
5508978740,$949,Monthly
5508978709,"$2,285",Monthly
5508967139,"$1,637",Monthly
5508942181,"$1,540",Monthly
5508941733,$919,Monthly
5508936709,"$1,610",Monthly
5508934803,"$1,549",Monthly
5508933406,"$1,029",Monthly
5508930664,"$2,462",Monthly
5508929861,"$1,765",Monthly
5508902854,"$1,995",Monthly
5508890617,"$1,550",Monthly
5508886396,"$2,200",Monthly
5508875486,"$1,462",Monthly
5508854632,$813,Monthly
5508842041,$785,Monthly
5508832753,"$1,170",Monthly
5508830159,$888,Monthly
5508829260,"$1,945",Monthly
5508818846,"$1,635",Monthly
5508816371,"$1,730",Monthly
5508815995,"$1,220",Monthly
5508815949,"$2,345",Monthly
5508805388,"$1,040",Monthly
5508804794,"$1,337",Monthly
5508799521,"$2,780",Monthly
5508793218,"$4,550",Monthly
5508791603,"$1,280",Monthly
5508791335,"$1,265",Monthly
5508768489,"$3,796",Monthly
5508765319,"$1,179",Monthly
5508761971,"$3,160",Monthly
5508761476,"$1,825",Monthly
5508754530,"$1,435",Monthly
5508750013,"$1,245",Monthly
5508747517,"$1,990",Monthly
5508747324,"$1,285",Monthly
5508728370,"$1,714",Monthly
5508724092,$905,Monthly
5508721965,"$1,125",Monthly
5508710590,"$1,497",Monthly
5509262433,"$1,365",Monthly
5509167327,"$1,042",Monthly
5509154938,$824,Monthly
5509148433,"$1,253",Monthly
5509147971,"$1,699",Monthly
